#t                         m_x                       m_y                       m_z                   
+8.945000000000089e-09    +7.914102404226210e-01    +5.865595265087266e-01    +5.414102174906685e-07
+8.950000000000090e-09    +7.914107181903979e-01    +5.865589093076359e-01    +1.809277394685002e-06
+8.955000000000091e-09    +7.914116957331586e-01    +5.865575803768779e-01    +2.985806437793585e-06
+8.960000000000091e-09    +7.914131269687616e-01    +5.865555999303698e-01    +4.009177780492799e-06
+8.965000000000092e-09    +7.914149426224109e-01    +5.865530644727460e-01    +4.821307354404836e-06
+8.970000000000093e-09    +7.914170511114152e-01    +5.865501050648928e-01    +5.370519544594700e-06
+8.975000000000094e-09    +7.914193409664620e-01    +5.865468838070904e-01    +5.614811859988392e-06
+8.980000000000094e-09    +7.914216843749807e-01    +5.865435875812354e-01    +5.525513033078373e-06
+8.985000000000095e-09    +7.914239425174328e-01    +5.865404191525261e-01    +5.090967813838243e-06
+8.990000000000096e-09    +7.914259726475120e-01    +5.865375856966423e-01    +4.319759453749387e-06
+8.995000000000096e-09    +7.914276365632630e-01    +5.865352851616251e-01    +3.242920294054218e-06
+9.000000000000097e-09    +7.914288104017821e-01    +5.865336916382140e-01    +1.914605516064477e-06
+9.005000000000098e-09    +7.914293945637861e-01    +5.865329406258968e-01    +4.108174165041147e-07
+9.010000000000099e-09    +7.914293233978433e-01    +5.865331159828002e-01    -1.174041493394111e-06
+9.015000000000099e-09    +7.914285730232541e-01    +5.865342395918143e-01    -2.732762034038632e-06
+9.020000000000100e-09    +7.914271669811408e-01    +5.865362655279744e-01    -4.152770816063263e-06
+9.025000000000101e-09    +7.914251780524832e-01    +5.865390791639125e-01    -5.324865966764327e-06
+9.030000000000101e-09    +7.914227264406767e-01    +5.865425022927936e-01    -6.152481077486600e-06
+9.035000000000102e-09    +7.914199733614520e-01    +5.865463037476575e-01    -6.560582838245922e-06
+9.040000000000103e-09    +7.914171108597884e-01    +5.865502153469196e-01    -6.503279548805960e-06
+9.045000000000103e-09    +7.914143478482378e-01    +5.865539515778876e-01    -5.969298667442101e-06
+9.050000000000104e-09    +7.914118940169909e-01    +5.865572318460167e-01    -4.984668367224086e-06
+9.055000000000105e-09    +7.914099425415739e-01    +5.865598031003652e-01    -3.612197088744188e-06
+9.060000000000106e-09    +7.914086534300708e-01    +5.865614610244920e-01    -1.947654460314411e-06
+9.065000000000106e-09    +7.914081388793704e-01    +5.865620677092011e-01    -1.128820484422636e-07
+9.070000000000107e-09    +7.914084523981558e-01    +5.865615643406170e-01    +1.753632288613759e-06
+9.075000000000108e-09    +7.914095825541679e-01    +5.865599774436457e-01    +3.507924228430847e-06
+9.080000000000108e-09    +7.914114523239706e-01    +5.865574181437617e-01    +5.012492056374667e-06
+9.085000000000109e-09    +7.914139242720624e-01    +5.865540743718399e-01    +6.147939663309184e-06
+9.090000000000110e-09    +7.914168110172697e-01    +5.865501964266878e-01    +6.823262898451073e-06
+9.095000000000111e-09    +7.914198904941503e-01    +5.865460773130402e-01    +6.983827811812999e-06
+9.100000000000111e-09    +7.914229242057457e-01    +5.865420291837649e-01    +6.616282601500034e-06
+9.105000000000112e-09    +7.914256773641611e-01    +5.865383582816813e-01    +5.749918476297691e-06
+9.110000000000113e-09    +7.914279384074431e-01    +5.865353400936670e-01    +4.454313258217845e-06
+9.115000000000113e-09    +7.914295368127541e-01    +5.865331973789744e-01    +2.833439991098288e-06
+9.120000000000114e-09    +7.914303568727780e-01    +5.865320825020821e-01    +1.016756371631075e-06
+9.125000000000115e-09    +7.914303468497949e-01    +5.865320660421859e-01    -8.519142414059583e-07
+9.130000000000116e-09    +7.914295220085684e-01    +5.865331321291282e-01    -2.626682583235372e-06
+9.135000000000116e-09    +7.914279621083684e-01    +5.865351813537768e-01    -4.171925405772256e-06
+9.140000000000117e-09    +7.914258030175050e-01    +5.865380403983091e-01    -5.373499304850721e-06
+9.145000000000118e-09    +7.914232240115440e-01    +5.865414778430504e-01    -6.147803825537918e-06
+9.150000000000118e-09    +7.914204314059659e-01    +5.865452241599953e-01    -6.447888920625614e-06
+9.155000000000119e-09    +7.914176407276254e-01    +5.865489944126323e-01    -6.266114177840807e-06
+9.160000000000120e-09    +7.914150589533497e-01    +5.865525114677625e-01    -5.633224350651386e-06
+9.165000000000120e-09    +7.914128680445628e-01    +5.865555274000590e-01    -4.614078369446748e-06
+9.170000000000121e-09    +7.914112118261146e-01    +5.865578417331563e-01    -3.300593841954585e-06
+9.175000000000122e-09    +7.914101867861993e-01    +5.865593147992764e-01    -1.802723339431844e-06
+9.180000000000123e-09    +7.914098373592169e-01    +5.865598753258818e-01    -2.384326414439935e-07
+9.185000000000123e-09    +7.914101559262432e-01    +5.865595220474636e-01    +1.276312917548595e-06
+9.190000000000124e-09    +7.914110871239585e-01    +5.865583195914079e-01    +2.636623706885892e-06
+9.195000000000125e-09    +7.914125355211176e-01    +5.865563892977043e-01    +3.756060034347870e-06
+9.200000000000125e-09    +7.914143760388690e-01    +5.865538964349988e-01    +4.571783881245503e-06
+9.205000000000126e-09    +7.914164653642206e-01    +5.865510348406101e-01    +5.047234881093444e-06
+9.210000000000127e-09    +7.914186538743623e-01    +5.865480109668914e-01    +5.172354124058447e-06
+9.215000000000128e-09    +7.914207965174268e-01    +5.865450284115423e-01    +4.961620568378329e-06
+9.220000000000128e-09    +7.914227621102687e-01    +5.865422743368355e-01    +4.450354651949824e-06
+9.225000000000129e-09    +7.914244404069042e-01    +5.865399085947668e-01    +3.689863127833954e-06
+9.230000000000130e-09    +7.914257467263226e-01    +5.865380560895576e-01    +2.742042231481893e-06
+9.235000000000130e-09    +7.914266242053964e-01    +5.865368025217598e-01    +1.674027205433167e-06
+9.240000000000131e-09    +7.914270439664336e-01    +5.865361933056653e-01    +5.533810843012554e-07
+9.245000000000132e-09    +7.914270035214900e-01    +5.865362350933886e-01    -5.558243677468504e-07
+9.250000000000132e-09    +7.914265239361388e-01    +5.865368992533256e-01    -1.595854926509433e-06
+9.255000000000133e-09    +7.914256466482188e-01    +5.865381268500728e-01    -2.517072139733274e-06
+9.260000000000134e-09    +7.914244296809594e-01    +5.865398339705581e-01    -3.278747270031813e-06
+9.265000000000135e-09    +7.914229442731673e-01    +5.865419173468914e-01    -3.849185178773464e-06
+9.270000000000135e-09    +7.914212715308607e-01    +5.865442595419570e-01    -4.205474117701337e-06
+9.275000000000136e-09    +7.914194995780098e-01    +5.865467338856694e-01    -4.333175817176149e-06
+9.280000000000137e-09    +7.914177206278707e-01    +5.865492089056634e-01    -4.226211361409679e-06
+9.285000000000137e-09    +7.914160282212439e-01    +5.865515527677061e-01    -3.887087818081486e-06
+9.290000000000138e-09    +7.914145140559540e-01    +5.865536377570358e-01    -3.327473275006294e-06
+9.295000000000139e-09    +7.914132644443935e-01    +5.865553452010287e-01    -2.568981614368281e-06
+9.300000000000140e-09    +7.914123561778845e-01    +5.865565708724264e-01    -1.643904057675883e-06
+9.305000000000140e-09    +7.914118521429148e-01    +5.865572310137159e-01    -5.955449537354661e-07
+9.310000000000141e-09    +7.914117964714648e-01    +5.865572683941392e-01    +5.221989357413231e-07
+9.315000000000142e-09    +7.914122102501627e-01    +5.865566583286199e-01    +1.646321718276111e-06
+9.320000000000142e-09    +7.914130874650959e-01    +5.865554133950432e-01    +2.707437770893485e-06
+9.325000000000143e-09    +7.914143926984241e-01    +5.865535867173887e-01    +3.633768190810765e-06
+9.330000000000144e-09    +7.914160602525671e-01    +5.865512724509248e-01    +4.356193777849741e-06
+9.335000000000144e-09    +7.914179958933399e-01    +5.865486033766182e-01    +4.813985508076894e-06
+9.340000000000145e-09    +7.914200807549002e-01    +5.865457447780731e-01    +4.960661725552033e-06
+9.345000000000146e-09    +7.914221780268238e-01    +5.865428850562078e-01    +4.769320581459989e-06
+9.350000000000147e-09    +7.914241418789426e-01    +5.865402233411451e-01    +4.236782492489529e-06
+9.355000000000147e-09    +7.914258278738847e-01    +5.865379548198533e-01    +3.385944566956709e-06
+9.360000000000148e-09    +7.914271045405287e-01    +5.865362552987268e-01    +2.265909939123635e-06
+9.365000000000149e-09    +7.914278645570209e-01    +5.865352660216335e-01    +9.496737128673515e-07
+9.370000000000149e-09    +7.914280348648609e-01    +5.865350804951628e-01    -4.705877544551255e-07
+9.375000000000150e-09    +7.914275845445131e-01    +5.865357346192607e-01    -1.890309397820792e-06
+9.380000000000151e-09    +7.914265294094111e-01    +5.865372011546144e-01    -3.200853227932618e-06
+9.385000000000152e-09    +7.914249329812398e-01    +5.865393894810838e-01    -4.298600995646881e-06
+9.390000000000152e-09    +7.914229031197871e-01    +5.865421506225491e-01    -5.093969489784947e-06
+9.395000000000153e-09    +7.914205848997999e-01    +5.865452876337668e-01    -5.519475083836032e-06
+9.400000000000154e-09    +7.914181496562495e-01    +5.865485702031863e-01    -5.536051769136053e-06
+9.405000000000154e-09    +7.914157817453470e-01    +5.865517527545451e-01    -5.136983436789097e-06
+9.410000000000155e-09    +7.914136632833706e-01    +5.865545939131022e-01    -4.349040543651358e-06
+9.415000000000156e-09    +7.914119591448386e-01    +5.865568762822879e-01    -3.230674910521744e-06
+9.420000000000156e-09    +7.914108029653789e-01    +5.865584243501042e-01    -1.867408382151779e-06
+9.425000000000157e-09    +7.914102856023870e-01    +5.865591190293115e-01    -3.648172815675958e-07
+9.430000000000158e-09    +7.914104472471597e-01    +5.865589075923301e-01    +1.160257721092795e-06
+9.435000000000159e-09    +7.914112740672250e-01    +5.865578081853802e-01    +2.589485596950567e-06
+9.440000000000159e-09    +7.914126991259873e-01    +5.865559081062242e-01    +3.812916686998482e-06
+9.445000000000160e-09    +7.914146082902852e-01    +5.865533565426320e-01    +4.738064203252276e-06
+9.450000000000161e-09    +7.914168501279670e-01    +5.865503521192982e-01    +5.297386492747651e-06
+9.455000000000161e-09    +7.914192487891932e-01    +5.865471263232641e-01    +5.453514008687225e-06
+9.460000000000162e-09    +7.914216189423451e-01    +5.865439244900819e-01    +5.201783353771448e-06
+9.465000000000163e-09    +7.914237812177091e-01    +5.865409859310438e-01    +4.569899901752771e-06
+9.470000000000164e-09    +7.914255767545704e-01    +5.865385249481758e-01    +3.614824883488527e-06
+9.475000000000164e-09    +7.914268795275874e-01    +5.865367143389005e-01    +2.417241243738800e-06
+9.480000000000165e-09    +7.914276056502701e-01    +5.865356729147843e-01    +1.074176695679436e-06
+9.485000000000166e-09    +7.914277184619121e-01    +5.865354576591009e-01    -3.094833605012583e-07
+9.490000000000166e-09    +7.914272296558801e-01    +5.865360614025920e-01    -1.629781234028722e-06
+9.495000000000167e-09    +7.914261961288781e-01    +5.865374157110225e-01    -2.791965632689351e-06
+9.500000000000168e-09    +7.914247133162732e-01    +5.865393986832519e-01    -3.717551109640321e-06
+9.505000000000168e-09    +7.914229056629206e-01    +5.865418466549103e-01    -4.349602657366750e-06
+9.510000000000169e-09    +7.914209153268005e-01    +5.865445686596057e-01    -4.655896543376355e-06
+9.515000000000170e-09    +7.914188902088104e-01    +5.865473622583564e-01    -4.629836380261962e-06
+9.520000000000171e-09    +7.914169725222424e-01    +5.865500294119060e-01    -4.289224197957787e-06
+9.525000000000171e-09    +7.914152884567780e-01    +5.865523908080512e-01    -3.673179333109917e-06
+9.530000000000172e-09    +7.914139403157943e-01    +5.865542979901548e-01    -2.837642203904340e-06
+9.535000000000173e-09    +7.914130009201402e-01    +5.865556420269807e-01    -1.849983831075171e-06
+9.540000000000173e-09    +7.914125110686550e-01    +5.865563587046730e-01    -7.832669542075027e-07
+9.545000000000174e-09    +7.914124793156417e-01    +5.865564297197022e-01    +2.893277809236926e-07
+9.550000000000175e-09    +7.914128844688982e-01    +5.865558806391410e-01    +1.299477286663192e-06
+9.555000000000176e-09    +7.914136795235724e-01    +5.865547756254529e-01    +2.187769683968468e-06
+9.560000000000176e-09    +7.914147970872880e-01    +5.865532101125646e-01    +2.906639338065282e-06
+9.565000000000177e-09    +7.914161553758592e-01    +5.865513020619537e-01    +3.422116178254625e-06
+9.570000000000178e-09    +7.914176642184321e-01    +5.865491826492537e-01    +3.714441300739719e-06
+9.575000000000178e-09    +7.914192307160106e-01    +5.865469872221507e-01    +3.777693133670678e-06
+9.580000000000179e-09    +7.914207643333916e-01    +5.865448472203665e-01    +3.618640418470473e-06
+9.585000000000180e-09    +7.914221809865249e-01    +5.865428833020599e-01    +3.255070963419258e-06
+9.590000000000181e-09    +7.914234063770806e-01    +5.865412000921451e-01    +2.713844253597016e-06
+9.595000000000181e-09    +7.914243784024184e-01    +5.865398824039825e-01    +2.028885694023608e-06
+9.600000000000182e-09    +7.914250490806242e-01    +5.865389929968938e-01    +1.239283375163888e-06
+9.605000000000183e-09    +7.914253857222896e-01    +5.865385713259290e-01    +3.875722857443318e-07
+9.610000000000183e-09    +7.914253719277758e-01    +5.865386332970054e-01    -4.817847249527156e-07
+9.615000000000184e-09    +7.914250081382384e-01    +5.865391715211070e-01    -1.323779864729315e-06
+9.620000000000185e-09    +7.914243119307640e-01    +5.865401560124414e-01    -2.094213562767773e-06
+9.625000000000185e-09    +7.914233179380750e-01    +5.865415352352389e-01    -2.751138642326577e-06
+9.630000000000186e-09    +7.914220771677063e-01    +5.865432375033102e-01    -3.256495356747019e-06
+9.635000000000187e-09    +7.914206556641865e-01    +5.865451729863239e-01    -3.577980201558211e-06
+9.640000000000188e-09    +7.914191322726987e-01    +5.865472365119211e-01    -3.691112141209926e-06
+9.645000000000188e-09    +7.914175953532153e-01    +5.865493113799959e-01    -3.581366094430610e-06
+9.650000000000189e-09    +7.914161386193516e-01    +5.865512744960567e-01    -3.246159013940677e-06
+9.655000000000190e-09    +7.914148557400305e-01    +5.865530025348445e-01    -2.696414076410896e-06
+9.660000000000190e-09    +7.914138345201217e-01    +5.865543793696067e-01    -1.957405279740246e-06
+9.665000000000191e-09    +7.914131505635033e-01    +5.865553040610004e-01    -1.068610147499803e-06
+9.670000000000192e-09    +7.914128611546815e-01    +5.865556989908507e-01    -8.237475148489337e-08
+9.675000000000193e-09    +7.914129997973325e-01    +5.865555173140625e-01    +9.386908758405559e-07
+9.680000000000193e-09    +7.914135721268886e-01    +5.865547490054633e-01    +1.925522830069334e-06
+9.685000000000194e-09    +7.914145534810231e-01    +5.865534245389357e-01    +2.807402279465941e-06
+9.690000000000195e-09    +7.914158888550055e-01    +5.865516157553361e-01    +3.517384920946765e-06
+9.695000000000195e-09    +7.914174951163675e-01    +5.865494332430569e-01    +3.997892993992715e-06
+9.700000000000196e-09    +7.914192659034164e-01    +5.865470203970435e-01    +4.205939957167137e-06
+9.705000000000197e-09    +7.914210785319661e-01    +5.865445440847454e-01    +4.117452917464395e-06
+9.710000000000197e-09    +7.914228027302330e-01    +5.865421827086498e-01    +3.730217196805513e-06
+9.715000000000198e-09    +7.914243105045025e-01    +5.865401125534289e-01    +3.065075795684362e-06
